Entity,Code,Year,all years
Val Verde,,2020,47582
Val Verde,,2021,47564
Valencia,,2020,76329
Valencia,,2021,77190
Valley,,2020,11838
Valley,,2020,7551
Valley,,2020,4048
Valley,,2021,12241
Valley,,2021,7537
Valley,,2021,4066
Van Buren,,2020,15765
Van Buren,,2020,7204
Van Buren,,2020,75556
Van Buren,,2020,6171
Van Buren,,2021,15694
Van Buren,,2021,7243
Van Buren,,2021,75658
Van Buren,,2021,6324
Van Wert,,2020,28878
Van Wert,,2021,28732
Van Zandt,,2020,59690
Van Zandt,,2021,61275
Vance,,2020,42529
Vance,,2021,42185
Vanderburgh,,2020,180158
Vanderburgh,,2021,179987
Venango,,2020,50275
Venango,,2021,49938
Ventura,,2020,842921
Ventura,,2021,839784
Vermilion,,2020,73883
Vermilion,,2020,57289
Vermilion,,2021,73095
Vermilion,,2021,57204
Vermillion,,2020,15388
Vermillion,,2021,15341
Vernon,,2020,48582
Vernon,,2020,19642
Vernon,,2020,30693
Vernon,,2021,48027
Vernon,,2021,19595
Vernon,,2021,30915
Victoria,,2020,91236
Victoria,,2021,90964
Vigo,,2020,106007
Vigo,,2021,105994
Vilas,,2020,23076
Vilas,,2021,23520
Vinton,,2020,12784
Vinton,,2021,12696
Virginia Beach city,,2020,459373
Virginia Beach city,,2021,457672
Volusia,,2020,554901
Volusia,,2021,564412
Wabash,,2020,11316
Wabash,,2020,30888
Wabash,,2021,11202
Wabash,,2021,30816
Wabasha,,2020,21417
Wabasha,,2021,21509
Wabaunsee,,2020,6885
Wabaunsee,,2021,6966
Wadena,,2020,14107
Wadena,,2021,14177
Wagoner,,2020,81377
Wagoner,,2021,84050
Wahkiakum,,2020,4443
Wahkiakum,,2021,4582
Wake,,2020,1133553
Wake,,2021,1150204
Wakulla,,2020,33907
Wakulla,,2021,34690
Waldo,,2020,39635
Waldo,,2021,39912
Walker,,2020,65100
Walker,,2020,67711
Walker,,2020,76543
Walker,,2021,64818
Walker,,2021,68510
Walker,,2021,77977
Walla Walla,,2020,62574
Walla Walla,,2021,62682
Wallace,,2020,1514
Wallace,,2021,1508
Waller,,2020,57349
Waller,,2021,59781
Wallowa,,2020,7387
Wallowa,,2021,7545
Walsh,,2020,10520
Walsh,,2021,10469
Walthall,,2020,13863
Walthall,,2021,13836
Walton,,2020,75855
Walton,,2020,97135
Walton,,2021,80069
Walton,,2021,99853
Walworth,,2020,5289
Walworth,,2020,106499
Walworth,,2021,5248
Walworth,,2021,106799
Wapello,,2020,35341
Wapello,,2021,35256
Ward,,2020,69847
Ward,,2020,11656
Ward,,2021,69071
Ward,,2021,11194
Ware,,2020,36218
Ware,,2021,36033
Warren,,2020,5205
Warren,,2020,16777
Warren,,2020,8413
Warren,,2020,52548
Warren,,2020,134933
Warren,,2020,44548
Warren,,2020,35707
Warren,,2020,109595
Warren,,2020,65638
Warren,,2020,18598
Warren,,2020,243004
Warren,,2020,38480
Warren,,2020,41023
Warren,,2020,40782
Warren,,2021,5240
Warren,,2021,16531
Warren,,2021,8475
Warren,,2021,53402
Warren,,2021,137212
Warren,,2021,43579
Warren,,2021,36518
Warren,,2021,110731
Warren,,2021,65618
Warren,,2021,18762
Warren,,2021,246553
Warren,,2021,38134
Warren,,2021,41523
Warren,,2021,40925
Warrick,,2020,63966
Warrick,,2021,64514
Wasatch,,2020,35032
Wasatch,,2021,36173
Wasco,,2020,26611
Wasco,,2021,26726
Waseca,,2020,18954
Waseca,,2021,19000
Washakie,,2020,7658
Washakie,,2021,7705
Washburn,,2020,16597
Washburn,,2021,16752
Washington,,2020,15296
Washington,,2020,246662
Washington,,2020,4815
Washington,,2020,25357
Washington,,2020,19927
Washington,,2020,10544
Washington,,2020,13711
Washington,,2020,28220
Washington,,2020,22511
Washington,,2020,5526
Washington,,2020,12024
Washington,,2020,45370
Washington,,2020,31062
Washington,,2020,154586
Washington,,2020,268191
Washington,,2020,44613
Washington,,2020,23499
Washington,,2020,20904
Washington,,2020,61143
Washington,,2020,10955
Washington,,2020,59613
Washington,,2020,52593
Washington,,2020,600689
Washington,,2020,209157
Washington,,2020,129753
Washington,,2020,133080
Washington,,2020,35837
Washington,,2020,181924
Washington,,2020,59748
Washington,,2020,53839
Washington,,2020,136732
Washington,,2021,15147
Washington,,2021,250057
Washington,,2021,4861
Washington,,2021,25436
Washington,,2021,19785
Washington,,2021,10898
Washington,,2021,13655
Washington,,2021,28102
Washington,,2021,22491
Washington,,2021,5511
Washington,,2021,12072
Washington,,2021,45133
Washington,,2021,31121
Washington,,2021,154937
Washington,,2021,272256
Washington,,2021,43687
Washington,,2021,23502
Washington,,2021,20969
Washington,,2021,60956
Washington,,2021,10892
Washington,,2021,59423
Washington,,2021,52772
Washington,,2021,600811
Washington,,2021,209470
Washington,,2021,130592
Washington,,2021,134236
Washington,,2021,35891
Washington,,2021,191226
Washington,,2021,59969
Washington,,2021,53635
Washington,,2021,137175
Washita,,2020,10903
Washita,,2021,10915
Washoe,,2020,487388
Washoe,,2021,493392
Washtenaw,,2020,371656
Washtenaw,,2021,369390
Watauga,,2020,54072
Watauga,,2021,54234
Watonwan,,2020,11221
Watonwan,,2021,11135
Waukesha,,2020,407148
Waukesha,,2021,408756
Waupaca,,2020,51713
Waupaca,,2021,51570
Waushara,,2020,24511
Waushara,,2021,24828
Wayne,,2020,30155
Wayne,,2020,16121
Wayne,,2020,66455
Wayne,,2020,6509
Wayne,,2020,19528
Wayne,,2020,1790225
Wayne,,2020,19778
Wayne,,2020,10913
Wayne,,2020,9687
Wayne,,2020,91103
Wayne,,2020,117226
Wayne,,2020,116840
Wayne,,2020,51101
Wayne,,2020,16202
Wayne,,2020,2497
Wayne,,2020,38830
Wayne,,2021,30380
Wayne,,2021,15963
Wayne,,2021,66456
Wayne,,2021,6508
Wayne,,2021,19540
Wayne,,2021,1774816
Wayne,,2021,19709
Wayne,,2021,10914
Wayne,,2021,9784
Wayne,,2021,90923
Wayne,,2021,116835
Wayne,,2021,116710
Wayne,,2021,51431
Wayne,,2021,16409
Wayne,,2021,2558
Wayne,,2021,38498
Waynesboro city,,2020,22279
Waynesboro city,,2021,22550
Weakley,,2020,32864
Weakley,,2021,33036
Webb,,2020,267234
Webb,,2021,267945
Weber,,2020,262828
Weber,,2021,267066
Webster,,2020,2350
Webster,,2020,36954
Webster,,2020,12989
Webster,,2020,36864
Webster,,2020,9921
Webster,,2020,39168
Webster,,2020,3387
Webster,,2020,8329
Webster,,2021,2367
Webster,,2021,37147
Webster,,2021,12813
Webster,,2021,36184
Webster,,2021,9983
Webster,,2021,39735
Webster,,2021,3411
Webster,,2021,8249
Weld,,2020,331358
Weld,,2021,340036
Wells,,2020,28179
Wells,,2020,3955
Wells,,2021,28197
Wells,,2021,3905
West Baton Rouge,,2020,27236
West Baton Rouge,,2021,27792
West Carroll,,2020,9694
West Carroll,,2021,9594
West Feliciana,,2020,15256
West Feliciana,,2021,15494
Westchester,,2020,1003245
Westchester,,2021,997895
Westmoreland,,2020,353998
Westmoreland,,2020,18496
Westmoreland,,2021,353057
Westmoreland,,2021,18731
Weston,,2020,6809
Weston,,2021,6745
Wetzel,,2020,14382
Wetzel,,2021,14170
Wexford,,2020,33676
Wexford,,2021,33901
Wharton,,2020,41550
Wharton,,2021,41721
Whatcom,,2020,227304
Whatcom,,2021,228831
Wheatland,,2020,2093
Wheatland,,2021,2059
Wheeler,,2020,7430
Wheeler,,2020,773
Wheeler,,2020,1457
Wheeler,,2020,4980
Wheeler,,2021,7471
Wheeler,,2021,795
Wheeler,,2021,1451
Wheeler,,2021,4927
White,,2020,76810
White,,2020,28090
White,,2020,13808
White,,2020,24636
White,,2020,27424
White,,2021,77207
White,,2021,28442
White,,2021,13784
White,,2021,24651
White,,2021,27650
White Pine,,2020,9079
White Pine,,2021,9182
Whiteside,,2020,55509
Whiteside,,2021,55305
Whitfield,,2020,102727
Whitfield,,2021,102848
Whitley,,2020,34316
Whitley,,2020,36687
Whitley,,2021,34430
Whitley,,2021,36939
Whitman,,2020,47786
Whitman,,2021,47873
Wibaux,,2020,928
Wibaux,,2021,934
Wichita,,2020,2144
Wichita,,2020,129546
Wichita,,2021,2082
Wichita,,2021,130069
Wicomico,,2020,103473
Wicomico,,2021,103980
Wilbarger,,2020,12846
Wilbarger,,2021,12731
Wilcox,,2020,10518
Wilcox,,2020,8731
Wilcox,,2021,10446
Wilcox,,2021,8739
Wilkes,,2020,9556
Wilkes,,2020,65871
Wilkes,,2021,9513
Wilkes,,2021,65806
Wilkin,,2020,6481
Wilkin,,2021,6395
Wilkinson,,2020,8844
Wilkinson,,2020,8525
Wilkinson,,2021,8831
Wilkinson,,2021,8315
Will,,2020,695903
Will,,2021,697252
Willacy,,2020,20129
Willacy,,2021,20316
Williams,,2020,41149
Williams,,2020,37025
Williams,,2021,38484
Williams,,2021,36716
Williamsburg,,2020,30902
Williamsburg,,2021,30484
Williamsburg city,,2020,15445
Williamsburg city,,2021,15590
Williamson,,2020,67094
Williamson,,2020,249424
Williamson,,2020,615266
Williamson,,2021,66879
Williamson,,2021,255735
Williamson,,2021,643026
Wilson,,2020,8577
Wilson,,2020,78811
Wilson,,2020,148564
Wilson,,2020,49994
Wilson,,2021,8526
Wilson,,2021,78369
Wilson,,2021,151917
Wilson,,2021,51257
Winchester city,,2020,28008
Winchester city,,2021,28136
Windham,,2020,116240
Windham,,2020,45844
Windham,,2021,116418
Windham,,2021,46090
Windsor,,2020,57700
Windsor,,2021,58196
Winkler,,2020,7749
Winkler,,2021,7415
Winn,,2020,13721
Winn,,2021,13488
Winnebago,,2020,284858
Winnebago,,2020,10650
Winnebago,,2020,171646
Winnebago,,2021,283119
Winnebago,,2021,10656
Winnebago,,2021,171623
Winneshiek,,2020,20031
Winneshiek,,2021,19892
Winona,,2020,49606
Winona,,2021,49630
Winston,,2020,23491
Winston,,2020,17673
Winston,,2021,23652
Winston,,2021,17596
Wirt,,2020,5183
Wirt,,2021,5063
Wise,,2020,68866
Wise,,2020,36018
Wise,,2021,71714
Wise,,2021,35647
Wolfe,,2020,6552
Wolfe,,2021,6507
Wood,,2020,132212
Wood,,2020,45010
Wood,,2020,83996
Wood,,2020,74091
Wood,,2021,132472
Wood,,2021,45875
Wood,,2021,83624
Wood,,2021,74070
Woodbury,,2020,105829
Woodbury,,2021,105607
Woodford,,2020,38395
Woodford,,2020,26892
Woodford,,2021,38225
Woodford,,2021,27075
Woodruff,,2020,6200
Woodruff,,2021,6116
Woods,,2020,8587
Woods,,2021,8583
Woodson,,2020,3103
Woodson,,2021,3102
Woodward,,2020,20385
Woodward,,2021,20205
Worcester,,2020,52445
Worcester,,2020,861461
Worcester,,2021,53132
Worcester,,2021,862029
Worth,,2020,20719
Worth,,2020,7425
Worth,,2020,1962
Worth,,2021,20554
Worth,,2021,7385
Worth,,2021,1983
Wrangell City and,,2020,2130
Wrangell City and,,2021,2055
Wright,,2020,12914
Wright,,2020,141759
Wright,,2020,18180
Wright,,2021,12785
Wright,,2021,144845
Wright,,2021,18610
Wyandot,,2020,21854
Wyandot,,2021,21708
Wyandotte,,2020,168873
Wyandotte,,2021,167046
Wyoming,,2020,40401
Wyoming,,2020,26001
Wyoming,,2020,21326
Wyoming,,2021,40491
Wyoming,,2021,26034
Wyoming,,2021,21051
Wythe,,2020,28274
Wythe,,2021,28178
Yadkin,,2020,37182
Yadkin,,2021,37192
Yakima,,2020,256533
Yakima,,2021,256035
Yakutat City and,,2020,683
Yakutat City and,,2021,704
Yalobusha,,2020,12446
Yalobusha,,2021,12415
Yamhill,,2020,107832
Yamhill,,2021,108239
Yancey,,2020,18475
Yancey,,2021,18757
Yankton,,2020,23238
Yankton,,2021,23297
Yates,,2020,24709
Yates,,2021,24613
Yavapai,,2020,237067
Yavapai,,2021,242253
Yazoo,,2020,26618
Yazoo,,2021,26373
Yell,,2020,20216
Yell,,2021,20155
Yellow Medicine,,2020,9492
Yellow Medicine,,2021,9411
Yellowstone,,2020,165045
Yellowstone,,2021,167146
Yoakum,,2020,7669
Yoakum,,2021,7607
Yolo,,2020,216255
Yolo,,2021,216986
York,,2020,212089
York,,2020,14084
York,,2020,456389
York,,2020,283899
York,,2020,70154
York,,2021,214591
York,,2021,14244
York,,2021,458696
York,,2021,288595
York,,2021,70915
Young,,2020,17839
Young,,2021,17977
Yuba,,2020,81932
Yuba,,2021,83421
Yukon-Koyukuk,,2020,5300
Yukon-Koyukuk,,2021,5275
Yuma,,2020,204437
Yuma,,2020,9979
Yuma,,2021,206990
Yuma,,2021,9941
Zapata,,2020,13884
Zapata,,2021,13908
Zavala,,2020,9652
Zavala,,2021,9534
Ziebach,,2020,2388
Ziebach,,2021,2380
